Indicator,Group,State,Subgroup,Phase,Time Period,Time Period Label,Time Period Start Date,Time Period End Date,Value,Low CI,High CI,Confidence Interval
Symptoms of Anxiety Disorder,By Education,United States,Less than a high school diploma,1.0,12,"July 16 - July 21, 2020",07/16/2020,07/21/2020,42.0,38.4,45.6,38.4 - 45.6
Symptoms of Anxiety Disorder,By Education,United States,High school diploma or GED,1.0,12,"July 16 - July 21, 2020",07/16/2020,07/21/2020,36.4,34.5,38.3,34.5 - 38.3
Symptoms of Anxiety Disorder,By Education,United States,Some college/Associate's degree,1.0,12,"July 16 - July 21, 2020",07/16/2020,07/21/2020,38.1,36.9,39.2,36.9 - 39.2
Symptoms of Anxiety Disorder,By Education,United States,Bachelor's degree or higher,1.0,12,"July 16 - July 21, 2020",07/16/2020,07/21/2020,32.2,31.1,33.2,31.1 - 33.2
Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,1.0,12,"July 16 - July 21, 2020",07/16/2020,07/21/2020,40.9,40.1,41.8,40.1 - 41.8
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,18 - 29 years,1.0,12,"July 16 - July 21, 2020",07/16/2020,07/21/2020,53.4,51.3,55.6,51.3 - 55.6
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,30 - 39 years,1.0,12,"July 16 - July 21, 2020",07/16/2020,07/21/2020,47.1,45.2,48.9,45.2 - 48.9
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,40 - 49 years,1.0,12,"July 16 - July 21, 2020",07/16/2020,07/21/2020,44.5,42.4,46.5,42.4 - 46.5
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,50 - 59 years,1.0,12,"July 16 - July 21, 2020",07/16/2020,07/21/2020,40.0,38.2,41.9,38.2 - 41.9
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,60 - 69 years,1.0,12,"July 16 - July 21, 2020",07/16/2020,07/21/2020,32.1,30.3,34.0,30.3 - 34.0
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,70 - 79 years,1.0,12,"July 16 - July 21, 2020",07/16/2020,07/21/2020,24.3,21.9,26.8,21.9 - 26.8
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,80 years and above,1.0,12,"July 16 - July 21, 2020",07/16/2020,07/21/2020,17.5,14.3,21.0,14.3 - 21.0
Symptoms of Anxiety Disorder or Depressive Disorder,By Sex,United States,Male,1.0,12,"July 16 - July 21, 2020",07/16/2020,07/21/2020,37.0,35.7,38.4,35.7 - 38.4
Symptoms of Anxiety Disorder or Depressive Disorder,By Sex,United States,Female,1.0,12,"July 16 - July 21, 2020",07/16/2020,07/21/2020,44.6,43.5,45.7,43.5 - 45.7
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,1.0,12,"July 16 - July 21, 2020",07/16/2020,07/21/2020,46.3,43.7,48.9,43.7 - 48.9
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",1.0,12,"July 16 - July 21, 2020",07/16/2020,07/21/2020,38.8,38.0,39.7,38.0 - 39.7
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",1.0,12,"July 16 - July 21, 2020",07/16/2020,07/21/2020,42.6,40.3,44.9,40.3 - 44.9
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",1.0,12,"July 16 - July 21, 2020",07/16/2020,07/21/2020,40.3,36.6,44.0,36.6 - 44.0
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",1.0,12,"July 16 - July 21, 2020",07/16/2020,07/21/2020,48.8,44.8,52.8,44.8 - 52.8
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Less than a high school diploma,1.0,12,"July 16 - July 21, 2020",07/16/2020,07/21/2020,47.3,43.3,51.4,43.3 - 51.4
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,High school diploma or GED,1.0,12,"July 16 - July 21, 2020",07/16/2020,07/21/2020,42.2,40.3,44.2,40.3 - 44.2
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Some college/Associate's degree,1.0,12,"July 16 - July 21, 2020",07/16/2020,07/21/2020,43.3,42.0,44.5,42.0 - 44.5
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Bachelor's degree or higher,1.0,12,"July 16 - July 21, 2020",07/16/2020,07/21/2020,35.7,34.6,36.8,34.6 - 36.8
Symptoms of Depressive Disorder,National Estimate,United States,United States,2.0,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,24.5,24.0,25.0,24.0 - 25.0
Symptoms of Depressive Disorder,By Age,United States,18 - 29 years,2.0,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,35.4,34.0,36.7,34.0 - 36.7
Symptoms of Depressive Disorder,By Age,United States,30 - 39 years,2.0,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,27.9,26.5,29.3,26.5 - 29.3
Symptoms of Depressive Disorder,By Age,United States,40 - 49 years,2.0,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,23.8,22.6,25.0,22.6 - 25.0
Symptoms of Depressive Disorder,By Age,United States,50 - 59 years,2.0,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,23.8,22.7,24.9,22.7 - 24.9
Symptoms of Depressive Disorder,By Age,United States,60 - 69 years,2.0,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,19.7,18.7,20.8,18.7 - 20.8
Symptoms of Depressive Disorder,By Age,United States,70 - 79 years,2.0,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,14.8,13.3,16.5,13.3 - 16.5
Symptoms of Depressive Disorder,By Age,United States,80 years and above,2.0,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,13.8,11.0,17.0,11.0 - 17.0
Symptoms of Depressive Disorder,By Sex,United States,Male,2.0,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,22.5,21.6,23.3,21.6 - 23.3
Symptoms of Depressive Disorder,By Sex,United States,Female,2.0,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,26.4,25.6,27.2,25.6 - 27.2
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,2.0,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,28.5,26.8,30.1,26.8 - 30.1
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",2.0,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,23.2,22.6,23.8,22.6 - 23.8
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",2.0,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,26.2,24.1,28.4,24.1 - 28.4
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",2.0,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,20.8,18.8,22.9,18.8 - 22.9
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",2.0,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,30.3,27.4,33.4,27.4 - 33.4
Symptoms of Depressive Disorder,By Education,United States,Less than a high school diploma,2.0,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,29.1,26.0,32.3,26.0 - 32.3
Symptoms of Depressive Disorder,By Education,United States,High school diploma or GED,2.0,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,27.0,25.8,28.2,25.8 - 28.2
Symptoms of Depressive Disorder,By Education,United States,Some college/Associate's degree,2.0,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,27.2,26.4,28.0,26.4 - 28.0
Symptoms of Depressive Disorder,By Education,United States,Bachelor's degree or higher,2.0,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,18.6,18.1,19.2,18.1 - 19.2
Symptoms of Anxiety Disorder,National Estimate,United States,United States,2.0,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,31.4,30.9,31.9,30.9 - 31.9
Symptoms of Anxiety Disorder,By Age,United States,18 - 29 years,2.0,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,41.0,39.4,42.6,39.4 - 42.6
Symptoms of Anxiety Disorder,By Age,United States,30 - 39 years,2.0,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,37.7,36.2,39.2,36.2 - 39.2
Symptoms of Anxiety Disorder,By Age,United States,40 - 49 years,2.0,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,33.1,31.8,34.4,31.8 - 34.4
Symptoms of Anxiety Disorder,By Age,United States,50 - 59 years,2.0,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,31.1,29.9,32.3,29.9 - 32.3
Symptoms of Anxiety Disorder,By Age,United States,60 - 69 years,2.0,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,25.2,24.0,26.5,24.0 - 26.5
Symptoms of Anxiety Disorder,By Age,United States,70 - 79 years,2.0,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,18.2,16.9,19.6,16.9 - 19.6
Symptoms of Anxiety Disorder,By Age,United States,80 years and above,2.0,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,14.6,12.0,17.5,12.0 - 17.5
Symptoms of Anxiety Disorder,By Sex,United States,Male,2.0,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,26.4,25.5,27.3,25.5 - 27.3
Symptoms of Anxiety Disorder,By Sex,United States,Female,2.0,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,36.1,35.3,36.9,35.3 - 36.9
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,2.0,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,33.3,31.3,35.5,31.3 - 35.5
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",2.0,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,31.2,30.6,31.8,30.6 - 31.8
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",2.0,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,30.8,28.9,32.7,28.9 - 32.7
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",2.0,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,25.1,23.0,27.4,23.0 - 27.4
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",2.0,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,37.1,34.6,39.7,34.6 - 39.7
Symptoms of Anxiety Disorder,By Education,United States,Less than a high school diploma,2.0,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,35.4,32.1,38.8,32.1 - 38.8
Symptoms of Anxiety Disorder,By Education,United States,High school diploma or GED,2.0,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,30.1,28.8,31.3,28.8 - 31.3
Symptoms of Anxiety Disorder,By Education,United States,Some college/Associate's degree,2.0,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,34.2,33.3,35.0,33.3 - 35.0
Symptoms of Anxiety Disorder,By Education,United States,Bachelor's degree or higher,2.0,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,29.1,28.5,29.7,28.5 - 29.7
Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,2.0,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,36.4,35.9,36.9,35.9 - 36.9
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,18 - 29 years,2.0,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,49.0,47.5,50.5,47.5 - 50.5
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,30 - 39 years,2.0,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,42.5,40.8,44.1,40.8 - 44.1
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,40 - 49 years,2.0,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,37.6,36.3,39.0,36.3 - 39.0
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,50 - 59 years,2.0,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,34.9,33.6,36.3,33.6 - 36.3
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,60 - 69 years,2.0,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,29.3,28.0,30.6,28.0 - 30.6
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,70 - 79 years,2.0,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,23.2,21.6,25.0,21.6 - 25.0
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,80 years and above,2.0,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,19.4,16.3,22.9,16.3 - 22.9
Symptoms of Anxiety Disorder or Depressive Disorder,By Sex,United States,Male,2.0,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,31.8,30.8,32.8,30.8 - 32.8
Symptoms of Anxiety Disorder or Depressive Disorder,By Sex,United States,Female,2.0,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,40.7,39.9,41.5,39.9 - 41.5
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,2.0,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,40.2,38.0,42.3,38.0 - 42.3
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",2.0,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,35.4,34.8,35.9,34.8 - 35.9
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",2.0,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,37.7,35.7,39.8,35.7 - 39.8
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",2.0,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,30.5,28.2,32.8,28.2 - 32.8
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",2.0,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,43.1,40.2,46.1,40.2 - 46.1
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Less than a high school diploma,2.0,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,41.8,38.4,45.2,38.4 - 45.2
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,High school diploma or GED,2.0,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,36.3,35.0,37.7,35.0 - 37.7
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Some college/Associate's degree,2.0,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,39.4,38.5,40.3,38.5 - 40.3
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Bachelor's degree or higher,2.0,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,32.4,31.7,33.0,31.7 - 33.0
Symptoms of Depressive Disorder,National Estimate,United States,United States,2.0,14,"Sep 2 - Sep 14, 2020",09/02/2020,09/14/2020,24.4,23.9,25.0,23.9 - 25.0
Symptoms of Depressive Disorder,By Age,United States,18 - 29 years,2.0,14,"Sep 2 - Sep 14, 2020",09/02/2020,09/14/2020,34.9,33.0,36.8,33.0 - 36.8
Symptoms of Depressive Disorder,By Age,United States,30 - 39 years,2.0,14,"Sep 2 - Sep 14, 2020",09/02/2020,09/14/2020,27.2,26.0,28.6,26.0 - 28.6
Symptoms of Depressive Disorder,By Age,United States,40 - 49 years,2.0,14,"Sep 2 - Sep 14, 2020",09/02/2020,09/14/2020,25.8,24.4,27.2,24.4 - 27.2
Symptoms of Depressive Disorder,By Age,United States,50 - 59 years,2.0,14,"Sep 2 - Sep 14, 2020",09/02/2020,09/14/2020,23.1,21.8,24.4,21.8 - 24.4
Symptoms of Depressive Disorder,By Age,United States,60 - 69 years,2.0,14,"Sep 2 - Sep 14, 2020",09/02/2020,09/14/2020,19.4,18.4,20.4,18.4 - 20.4
Symptoms of Depressive Disorder,By Age,United States,70 - 79 years,2.0,14,"Sep 2 - Sep 14, 2020",09/02/2020,09/14/2020,14.9,13.3,16.7,13.3 - 16.7
Symptoms of Depressive Disorder,By Age,United States,80 years and above,2.0,14,"Sep 2 - Sep 14, 2020",09/02/2020,09/14/2020,13.3,10.7,16.2,10.7 - 16.2
Symptoms of Depressive Disorder,By Sex,United States,Male,2.0,14,"Sep 2 - Sep 14, 2020",09/02/2020,09/14/2020,22.8,21.8,23.8,21.8 - 23.8
Symptoms of Depressive Disorder,By Sex,United States,Female,2.0,14,"Sep 2 - Sep 14, 2020",09/02/2020,09/14/2020,26.0,25.1,26.8,25.1 - 26.8
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,2.0,14,"Sep 2 - Sep 14, 2020",09/02/2020,09/14/2020,28.9,27.5,30.5,27.5 - 30.5
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",2.0,14,"Sep 2 - Sep 14, 2020",09/02/2020,09/14/2020,22.7,22.0,23.3,22.0 - 23.3
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",2.0,14,"Sep 2 - Sep 14, 2020",09/02/2020,09/14/2020,28.5,26.7,30.4,26.7 - 30.4
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",2.0,14,"Sep 2 - Sep 14, 2020",09/02/2020,09/14/2020,19.1,17.3,21.0,17.3 - 21.0
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",2.0,14,"Sep 2 - Sep 14, 2020",09/02/2020,09/14/2020,31.4,28.6,34.4,28.6 - 34.4
Symptoms of Depressive Disorder,By Education,United States,Less than a high school diploma,2.0,14,"Sep 2 - Sep 14, 2020",09/02/2020,09/14/2020,33.0,29.0,37.1,29.0 - 37.1
Symptoms of Depressive Disorder,By Education,United States,High school diploma or GED,2.0,14,"Sep 2 - Sep 14, 2020",09/02/2020,09/14/2020,25.7,24.2,27.1,24.2 - 27.1
Symptoms of Depressive Disorder,By Education,United States,Some college/Associate's degree,2.0,14,"Sep 2 - Sep 14, 2020",09/02/2020,09/14/2020,27.5,26.6,28.4,26.6 - 28.4
Symptoms of Depressive Disorder,By Education,United States,Bachelor's degree or higher,2.0,14,"Sep 2 - Sep 14, 2020",09/02/2020,09/14/2020,18.4,17.9,19.0,17.9 - 19.0
Symptoms of Anxiety Disorder,National Estimate,United States,United States,2.0,14,"Sep 2 - Sep 14, 2020",09/02/2020,09/14/2020,31.6,31.0,32.1,31.0 - 32.1
Symptoms of Anxiety Disorder,By Age,United States,18 - 29 years,2.0,14,"Sep 2 - Sep 14, 2020",09/02/2020,09/14/2020,40.6,38.6,42.5,38.6 - 42.5
Symptoms of Anxiety Disorder,By Age,United States,30 - 39 years,2.0,14,"Sep 2 - Sep 14, 2020",09/02/2020,09/14/2020,37.9,36.8,39.0,36.8 - 39.0
Symptoms of Anxiety Disorder,By Age,United States,40 - 49 years,2.0,14,"Sep 2 - Sep 14, 2020",09/02/2020,09/14/2020,33.7,32.4,35.0,32.4 - 35.0
Symptoms of Anxiety Disorder,By Age,United States,50 - 59 years,2.0,14,"Sep 2 - Sep 14, 2020",09/02/2020,09/14/2020,30.8,29.3,32.3,29.3 - 32.3
Symptoms of Anxiety Disorder,By Age,United States,60 - 69 years,2.0,14,"Sep 2 - Sep 14, 2020",09/02/2020,09/14/2020,24.9,23.9,25.9,23.9 - 25.9
Symptoms of Anxiety Disorder,By Age,United States,70 - 79 years,2.0,14,"Sep 2 - Sep 14, 2020",09/02/2020,09/14/2020,19.2,17.5,20.9,17.5 - 20.9
Symptoms of Anxiety Disorder,By Age,United States,80 years and above,2.0,14,"Sep 2 - Sep 14, 2020",09/02/2020,09/14/2020,17.7,13.8,22.1,13.8 - 22.1
Symptoms of Anxiety Disorder,By Sex,United States,Male,2.0,14,"Sep 2 - Sep 14, 2020",09/02/2020,09/14/2020,27.2,26.5,28.0,26.5 - 28.0
Symptoms of Anxiety Disorder,By Sex,United States,Female,2.0,14,"Sep 2 - Sep 14, 2020",09/02/2020,09/14/2020,35.5,34.7,36.4,34.7 - 36.4
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,2.0,14,"Sep 2 - Sep 14, 2020",09/02/2020,09/14/2020,35.9,34.1,37.8,34.1 - 37.8
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",2.0,14,"Sep 2 - Sep 14, 2020",09/02/2020,09/14/2020,30.4,29.7,31.2,29.7 - 31.2
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",2.0,14,"Sep 2 - Sep 14, 2020",09/02/2020,09/14/2020,33.0,31.1,35.0,31.1 - 35.0
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",2.0,14,"Sep 2 - Sep 14, 2020",09/02/2020,09/14/2020,21.5,19.5,23.5,19.5 - 23.5
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",2.0,14,"Sep 2 - Sep 14, 2020",09/02/2020,09/14/2020,42.1,38.0,46.3,38.0 - 46.3
Symptoms of Anxiety Disorder,By Education,United States,Less than a high school diploma,2.0,14,"Sep 2 - Sep 14, 2020",09/02/2020,09/14/2020,38.9,34.7,43.3,34.7 - 43.3
Symptoms of Anxiety Disorder,By Education,United States,High school diploma or GED,2.0,14,"Sep 2 - Sep 14, 2020",09/02/2020,09/14/2020,30.6,29.3,32.0,29.3 - 32.0
Symptoms of Anxiety Disorder,By Education,United States,Some college/Associate's degree,2.0,14,"Sep 2 - Sep 14, 2020",09/02/2020,09/14/2020,33.8,33.0,34.6,33.0 - 34.6
Symptoms of Anxiety Disorder,By Education,United States,Bachelor's degree or higher,2.0,14,"Sep 2 - Sep 14, 2020",09/02/2020,09/14/2020,28.5,27.9,29.2,27.9 - 29.2
Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,2.0,14,"Sep 2 - Sep 14, 2020",09/02/2020,09/14/2020,36.2,35.5,36.8,35.5 - 36.8
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,18 - 29 years,2.0,14,"Sep 2 - Sep 14, 2020",09/02/2020,09/14/2020,47.3,45.0,49.5,45.0 - 49.5
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,30 - 39 years,2.0,14,"Sep 2 - Sep 14, 2020",09/02/2020,09/14/2020,41.8,40.6,43.0,40.6 - 43.0
